name,company,year,Price,kms_driven,fuel_type,transmission
MARUTI VITARA BREZZAZDI PLUS DUAL TONE,MARUTI,2019,"10,78,899",47337 kms,Diesel,Manual
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2011,"2,45,199",116983 kms,Petrol,Manual
MARUTI SWIFTLDI BS IV,MARUTI,2013,"3,91,599",85915 kms,Diesel,Manual
HYUNDAI VERNA1.6 CRDI SX + AT,HYUNDAI,2018,"11,10,899",32419 kms,Diesel,Automatic
AUDI Q335 TDI QUATTRO,AUDI,2015,"14,33,799",87654 kms,Diesel,Automatic
MARUTI BALENOALPHA DDIS 190,MARUTI,2018,"6,68,099",60058 kms,Diesel,Manual
FORD ECOSPORT1.5 TREND TI VCT,FORD,2015,"5,30,199",86039 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2014,"3,42,499",92313 kms,Petrol,Manual
MARUTI VITARA BREZZAZDI PLUS DUAL TONE,MARUTI,2019,"11,17,099",39518 kms,Diesel,Manual
MARUTI SX4VXI,MARUTI,2008,"2,68,699",125711 kms,Petrol,Manual
HYUNDAI CRETA1.6 CRDI SX PLUS AUTO,HYUNDAI,2016,"9,51,099",108963 kms,Diesel,Automatic
HYUNDAI ,HYUNDAI,2018,"8,57,799",89645 kms,Diesel,
HYUNDAI CRETA1.6 SX PLUS DIESEL,HYUNDAI,2017,"10,87,699",122673 kms,Diesel,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2014,"4,58,899",155205 kms,Diesel,Manual
FORD ECOSPORT1.5 TREND+ TDCI,FORD,2018,"6,53,199",106245 kms,Diesel,Manual
TOYOTA INNOVA2.5 VX 7 STR BS IV,TOYOTA,2012,"5,71,599",134217 kms,Diesel,Manual
MARUTI SWIFTVXI OPT,MARUTI,2017,"5,10,299",29996 kms,Petrol,Manual
HONDA CITYV MT PETROL,HONDA,2014,"6,12,299",40511 kms,Petrol,Manual
MARUTI CIAZALPHA 1.5 MT VVT SHVS,MARUTI,2018,"7,32,799",18515 kms,Petrol,Manual
MARUTI S CROSSZETA 1.3 SHVS,MARUTI,2018,"8,86,199",22987 kms,Diesel,Manual
HYUNDAI I20 ACTIVE1.4 SX,HYUNDAI,2016,"6,60,699",57997 kms,Diesel,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2016,"5,31,299",69673 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2011,"2,18,599",20354 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2008,"1,45,899",22357 kms,Petrol,Manual
HYUNDAI ,HYUNDAI,2021,"8,07,999",2589 kms,Petrol,
MARUTI SWIFTLXI OPT,MARUTI,2016,"4,07,099",29893 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2015,"2,78,899",9217 kms,Petrol,Manual
MARUTI ALTO 800VXI,MARUTI,2014,"3,46,499",12535 kms,Petrol,Manual
MARUTI ALTO K10LXI,MARUTI,2015,"3,08,899",10957 kms,Petrol,Manual
MAHINDRA KUV100K2 6 STR,MAHINDRA,2016,"3,74,199",11817 kms,Petrol,Manual
HONDA AMAZE1.2 SMT I VTEC,HONDA,2015,"3,83,299",32655 kms,Petrol,Manual
MARUTI RITZLXI,MARUTI,2010,"2,49,199",26740 kms,Petrol,Manual
MARUTI CELERIOVXI,MARUTI,2018,"4,55,999",6644 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2011,"1,90,499",29954 kms,Petrol,Manual
HYUNDAI NEW SANTRO1.1 MAGNA MT,HYUNDAI,2019,"4,53,999",8632 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2017,"3,04,999",9527 kms,Petrol,Manual
MARUTI SWIFTLXI,MARUTI,2020,"5,71,699",1755 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2014,"3,27,699",17178 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTZ O 1.2,HYUNDAI,2017,"5,05,000",8055 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2012,"3,11,499",48390 kms,Diesel,Manual
MARUTI ALTO K10VXI,MARUTI,2012,"2,01,699",35139 kms,Petrol,Manual
RENAULT KWIDRXT OPT,RENAULT,2015,"2,95,599",20231 kms,Petrol,Manual
HYUNDAI EONERA PLUS,HYUNDAI,2013,"2,45,000",20439 kms,Petrol,Manual
MARUTI ERTIGAZXI SMART HYBRID,MARUTI,2019,"9,26,299",353 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2020,"3,59,499",2723 kms,Petrol,Manual
HYUNDAI GRAND I10MAGNA 1.2 VTVT,HYUNDAI,2017,"3,79,499",27050 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2015,"2,54,099",26525 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTZ(O) 1.2 MT,HYUNDAI,2017,"4,50,399",26243 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2020,"4,24,299",3276 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2016,"3,14,699",21305 kms,Petrol,Manual
MARUTI SWIFTVDI ABS,MARUTI,2017,"4,79,299",16646 kms,Diesel,Manual
MARUTI SWIFTZXI,MARUTI,2012,"4,49,099",15538 kms,Petrol,Manual
FORD FIGO1.2 EXI DURATEC,FORD,2011,"2,56,199",22423 kms,Petrol,Manual
MARUTI CELERIOZXI,MARUTI,2014,"3,59,199",35828 kms,Petrol,Manual
HYUNDAI GRAND I10MAGNA 1.2 VTVT,HYUNDAI,2013,"3,50,099",40273 kms,Petrol,Manual
HYUNDAI EONERA PLUS,HYUNDAI,2014,"2,14,299",44012 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2017,"3,09,299",8300 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2013,"3,93,299",39947 kms,Diesel,Manual
MARUTI ALTO K10VXI,MARUTI,2017,"3,90,099",11691 kms,Petrol,Manual
MARUTI ,MARUTI,2017,"3,60,999",20764 kms,Petrol,
MARUTI SWIFTLXI,MARUTI,2018,"4,85,599",12268 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2014,"3,70,399",34710 kms,Petrol,Manual
MARUTI BALENOSIGMA 1.2 K12,MARUTI,2020,"6,20,899",4151 kms,Petrol,Manual
MARUTI WAGON RLXI MINOR,MARUTI,2009,"1,70,699",36035 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2014,"4,05,000",31059 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2013,"3,76,999",44284 kms,Diesel,Manual
MARUTI RITZVXI BS IV,MARUTI,2011,"2,04,099",41762 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2013,"3,12,399",39124 kms,Diesel,Manual
HYUNDAI GRAND I10MAGNA 1.2 KAPPA VTVT,HYUNDAI,2017,"4,45,799",15673 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2014,"2,65,699",31745 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2017,"2,86,599",18113 kms,Petrol,Manual
HYUNDAI GRAND I10MAGNA 1.2 KAPPA VTVT,HYUNDAI,2016,"4,15,399",26951 kms,Petrol,Manual
HYUNDAI GRAND I10MAGNA 1.2 KAPPA VTVT,HYUNDAI,2016,"4,10,499",19017 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTZ 1.2 KAPPA VTVT,HYUNDAI,2013,"3,84,699",43969 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2012,"3,36,499",35969 kms,Diesel,Manual
HYUNDAI EONERA PLUS,HYUNDAI,2016,"2,78,199",14776 kms,Petrol,Manual
MAHINDRA XUV 3OOW4 PETROL,MAHINDRA,2020,"7,52,399",6037 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 AT KAPPA2,HYUNDAI,2012,"2,99,099",36725 kms,Petrol,Automatic
TOYOTA ETIOSVX,TOYOTA,2011,"3,74,599",29699 kms,Petrol,Manual
MARUTI S PRESSOVXI,MARUTI,2020,"4,30,399",6100 kms,Petrol,Manual
HONDA JAZZ1.2 X I VTEC,HONDA,2012,"3,58,599",32514 kms,Petrol,Manual
MARUTI SWIFTLXI,MARUTI,2013,"3,82,099",26908 kms,Petrol,Manual
HYUNDAI EOND LITE PLUS,HYUNDAI,2014,"2,62,699",12398 kms,Petrol,Manual
TOYOTA ETIOSVX,TOYOTA,2011,"3,62,399",49654 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2010,"1,88,899",29645 kms,Petrol,Manual
HYUNDAI EOND LITE PLUS,HYUNDAI,2013,"1,87,000",35108 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2010,"2,43,099",35253 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2018,"3,10,599",15838 kms,Petrol,Manual
RENAULT KWIDRXT,RENAULT,2016,"2,94,799",23421 kms,Petrol,Manual
MARUTI IGNISSIGMA 1.2 K12,MARUTI,2020,"5,09,499",1878 kms,Petrol,Manual
HYUNDAI EONMAGNA PLUS,HYUNDAI,2015,"2,90,000",20494 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2015,"2,84,299",7245 kms,Petrol,Manual
MARUTI RITZZXI,MARUTI,2010,"2,56,799",41832 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2013,"4,08,699",33554 kms,Diesel,Manual
MARUTI RITZVXI BS IV,MARUTI,2013,"2,97,799",36846 kms,Petrol,Manual
MARUTI ALTO K10LXI,MARUTI,2012,"2,35,299",33175 kms,Petrol,Manual
HYUNDAI EOND LITE PLUS,HYUNDAI,2012,"2,03,711",31289 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2012,"3,38,999",47140 kms,Diesel,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2012,"3,45,599",42478 kms,Diesel,Manual
HONDA BRIO1.2 S MT I VTEC,HONDA,2012,"2,92,199",39831 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2010,"1,78,499",34611 kms,Petrol,Manual
MARUTI RITZLXI,MARUTI,2010,"1,60,000",49082 kms,Petrol,Manual
MARUTI ALTO 800VXI,MARUTI,2014,"2,62,899",37134 kms,Petrol,Manual
HYUNDAI XCENTSX 1.2 OPT,HYUNDAI,2014,"4,33,199",39288 kms,Petrol,Manual
HYUNDAI EONMAGNA PLUS,HYUNDAI,2015,"3,30,899",22176 kms,Petrol,Manual
HYUNDAI ELITE I20ASTA 1.2,HYUNDAI,2015,"5,65,599",33553 kms,Petrol,Manual
HYUNDAI ELITE I201.2 MAGNA PLUS VTVT,HYUNDAI,2020,"6,31,499",16962 kms,Petrol,Manual
CHEVROLET SPARKLS 1.0,CHEVROLET,2011,"1,05,000",34170 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2018,"3,11,099",18224 kms,Petrol,Manual
RENAULT KWIDRXL,RENAULT,2018,"3,48,199",8220 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2020,"3,50,299",9641 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2016,"3,07,399",30140 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2018,"3,78,099",11026 kms,Petrol,Manual
HYUNDAI GRAND I10MAGNA 1.2 VTVT,HYUNDAI,2013,"3,93,099",43986 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2014,"2,69,899",37165 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2018,"3,15,099",5851 kms,Petrol,Manual
HYUNDAI GRAND I10MAGNA 1.2 VTVT,HYUNDAI,2016,"3,70,799",34013 kms,Petrol,Manual
TATA TIAGOXZ 1.2 REVOTRON,TATA,2018,"5,15,299",7927 kms,Petrol,Manual
MARUTI ZEN ESTILOVXI,MARUTI,2010,"1,78,599",50189 kms,Petrol,Manual
MARUTI BALENODELTA 1.2 K12,MARUTI,2019,"6,14,299",17916 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2012,"2,00,000",28132 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2018,"3,08,499",16323 kms,Petrol,Manual
VOLKSWAGEN POLOGTI TSI AT,VOLKSWAGEN,2016,"6,64,899",26584 kms,Petrol,Automatic
HONDA CITYV MT PETROL,HONDA,2012,"3,57,000",55376 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2013,"3,41,199",45014 kms,Diesel,Manual
MARUTI ALTO 800VXI,MARUTI,2018,"3,76,799",12342 kms,Petrol,Manual
HYUNDAI EONERA PLUS,HYUNDAI,2014,"2,53,399",42855 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2013,"3,56,099",45994 kms,Diesel,Manual
MARUTI CELERIOVXI,MARUTI,2014,"3,07,299",43574 kms,Petrol,Manual
MARUTI RITZVDI,MARUTI,2012,"2,43,399",41213 kms,Diesel,Manual
MARUTI ALTO K10LXI,MARUTI,2018,"3,41,499",9253 kms,Petrol,Manual
MARUTI SWIFTLXI,MARUTI,2020,"5,74,000",16684 kms,Petrol,Manual
MARUTI SWIFTLXI,MARUTI,2013,"3,39,899",43265 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI,MARUTI,2010,"2,64,299",44518 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2013,"3,49,299",50647 kms,Diesel,Manual
MARUTI WAGON R 1.0LXI,MARUTI,2010,"1,98,699",578889 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2017,"3,14,099",30113 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2018,"3,75,499",3212 kms,Petrol,Manual
DATSUN ,DATSUN,2018,"3,53,799",21341 kms,Petrol,
MARUTI ALTO 800VXI,MARUTI,2016,"3,30,899",24069 kms,Petrol,Manual
HYUNDAI GRAND I10MAGNA 1.2 KAPPA VTVT,HYUNDAI,2015,"3,34,099",33941 kms,Petrol,Manual
HYUNDAI I20MAGNA O 1.2,HYUNDAI,2013,"3,88,399",34734 kms,Petrol,Manual
HYUNDAI GRAND I10MAGNA 1.2 VTVT,HYUNDAI,2018,"5,29,599",16558 kms,Petrol,Manual
KIA SELTOSHTK 1.5 PETROL,KIA,2020,"11,27,199",4968 kms,Petrol,Manual
HYUNDAI ELITE I20SPORTZ (O) 1.4,HYUNDAI,2015,"5,06,199",58080 kms,Diesel,Manual
MARUTI ALTO K10LXI,MARUTI,2016,"3,06,499",32519 kms,Petrol,Manual
MARUTI BALENODELTA 1.2 K12,MARUTI,2015,"5,48,799",21634 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2013,"3,64,000",34878 kms,Petrol,Manual
HYUNDAI VERNAFLUIDIC 1.6 SX CRDI,HYUNDAI,2012,"3,79,699",52369 kms,Diesel,Manual
MARUTI ALTO 800LXI,MARUTI,2018,"3,81,899",7093 kms,Petrol,Manual
HYUNDAI NEW SANTRO1.1 MAGNA MT,HYUNDAI,2018,"3,84,799",9939 kms,Petrol,Manual
HYUNDAI ELITE I20MAGNA EXECUTIVE 1.2,HYUNDAI,2018,"5,51,699",9599 kms,Petrol,Manual
MG HECTORSHARP HYBIRD PETROL MT,MG,2020,"17,64,299",3094 kms,Petrol,Manual
MARUTI S PRESSOVXI PLUS,MARUTI,2019,"4,33,099",3353 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2013,"2,57,199",19919 kms,Petrol,Manual
MARUTI SWIFTVDI ABS,MARUTI,2015,"4,30,599",27735 kms,Diesel,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2019,"4,21,099",8454 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2017,"4,21,099",20685 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2012,"3,13,999",30589 kms,Diesel,Manual
HYUNDAI GRAND I10SPORTS 1.2 VTVT,HYUNDAI,2014,"4,29,999",22836 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTS 1.2 VTVT,HYUNDAI,2017,"4,50,000",22455 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2013,"2,87,499",17374 kms,Petrol,Manual
MARUTI NEW  WAGON-R1.0 LXI (O),MARUTI,2020,"5,24,799",7242 kms,Petrol,Manual
DATSUN REDI GOS 1.0,DATSUN,2019,"3,36,199",13752 kms,Petrol,Manual
HYUNDAI I20ERA 1.4 CRDI,HYUNDAI,2013,"3,74,099",32281 kms,Diesel,Manual
TATA TIAGOXT 1.2 REVOTRON,TATA,2017,"3,60,799",24648 kms,Petrol,Manual
MARUTI ZEN ESTILOLXI,MARUTI,2011,"2,25,699",39300 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2015,"3,75,999",22286 kms,Petrol,Manual
MARUTI ,MARUTI,2020,"4,02,199",3176 kms,Petrol,
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2010,"2,19,199",47870 kms,Petrol,Manual
HYUNDAI I20MAGNA O 1.2,HYUNDAI,2012,"3,25,000",21419 kms,Petrol,Manual
HYUNDAI EONERA PLUS,HYUNDAI,2018,"3,40,000",1412 kms,Petrol,Manual
MARUTI WAGON R 1.0LXI,MARUTI,2010,"2,15,000",46741 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2013,"2,31,299",41465 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2013,"2,82,499",10111 kms,Petrol,Manual
HYUNDAI I20SPORTZ 1.2 VTVT,HYUNDAI,2012,"3,72,199",43621 kms,Petrol,Manual
MARUTI ALTO K10VXI OPT,MARUTI,2015,"3,23,299",6312 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2019,"3,29,000",10554 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2011,"2,66,199",24353 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2016,"2,81,599",40565 kms,Petrol,Manual
HONDA BRIO1.2 VX MT I VTEC,HONDA,2015,"3,48,999",41441 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2019,"6,16,299",3719 kms,Petrol,Manual
HONDA AMAZE1.2 VXMT I VTEC,HONDA,2015,"4,91,999",27407 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2015,"4,98,399",11047 kms,Petrol,Manual
RENAULT KWIDRXL,RENAULT,2019,"3,51,599",16798 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2013,"3,85,000",27712 kms,Petrol,Manual
MARUTI SWIFTVDI ABS,MARUTI,2015,"4,47,799",44379 kms,Diesel,Manual
MARUTI ALTO K10VXI,MARUTI,2017,"3,06,099",34273 kms,Petrol,Manual
MARUTI BALENODELTA 1.2 K12,MARUTI,2018,"5,71,799",22024 kms,Petrol,Manual
HONDA AMAZE1.2 EMT I VTEC,HONDA,2013,"3,51,299",53024 kms,Petrol,Manual
MARUTI A STARLXI,MARUTI,2011,"1,91,699",53953 kms,Petrol,Manual
MARUTI EECO7 STR,MARUTI,2019,"4,40,199",9372 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2016,"2,59,799",46227 kms,Petrol,Manual
MARUTI SWIFTZXI,MARUTI,2018,"6,32,000",7279 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2019,"3,48,299",13026 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2020,"3,52,199",11676 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2012,"3,46,799",82064 kms,Diesel,Manual
HYUNDAI ELITE I20ASTA 1.2,HYUNDAI,2015,"4,64,899",47354 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTZ 1.2 KAPPA VTVT,HYUNDAI,2019,"5,49,599",12301 kms,Petrol,Manual
MARUTI ALTO K10LXI,MARUTI,2012,"2,08,199",42321 kms,Petrol,Manual
MARUTI SWIFT DZIREZXI 1.2 BS IV,MARUTI,2014,"4,10,000",52149 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2011,"2,33,999",51523 kms,Petrol,Manual
HYUNDAI EONERA PLUS,HYUNDAI,2015,"2,52,000",39323 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2018,"3,25,000",13074 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2011,"1,71,999",66014 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2014,"2,67,899",51228 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2013,"2,00,299",50250 kms,Petrol,Manual
HYUNDAI ELITE I20SPORTZ 1.2,HYUNDAI,2015,"4,93,599",46217 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2016,"2,69,000",39756 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2019,"3,75,799",9998 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2013,"2,20,699",52685 kms,Petrol,Manual
RENAULT ,RENAULT,2017,"3,01,999",32258 kms,Petrol,
HONDA BRIO1.2 VX AT I VTEC,HONDA,2015,"4,30,599",22774 kms,Petrol,Automatic
HYUNDAI SANTRO XINGGL PLUS,HYUNDAI,2010,"1,30,893",51217 kms,Petrol,Manual
RENAULT KWIDRXT,RENAULT,2016,"2,68,799",27806 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2014,"4,21,899",37333 kms,Petrol,Manual
MARUTI RITZVXI BS IV,MARUTI,2011,"2,65,199",59945 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2009,"1,76,699",35919 kms,Petrol,Manual
HONDA CITYS MT PETROL,HONDA,2010,"3,60,799",47405 kms,Petrol,Manual
MARUTI CELERIOVXI (O),MARUTI,2018,"4,25,199",21136 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTZ 1.2 KAPPA VTVT,HYUNDAI,2017,"5,45,899",9353 kms,Petrol,Manual
HYUNDAI ELITE I20SPORTZ 1.2,HYUNDAI,2018,"6,50,000",15847 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2009,"1,67,999",31579 kms,Petrol,Manual
VOLKSWAGEN POLOCOMFORTLINE 1.2L PETROL,VOLKSWAGEN,2011,"2,19,999",61129 kms,Petrol,Manual
MARUTI ZEN ESTILOVXI,MARUTI,2009,"2,10,699",44191 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2013,"3,36,799",58850 kms,Diesel,Manual
MARUTI SWIFT DZIREZDI,MARUTI,2012,"3,63,299",52072 kms,Diesel,Manual
HONDA BRIO1.2 V MT I VTEC,HONDA,2012,"2,41,199",58581 kms,Petrol,Manual
RENAULT KWIDRXL,RENAULT,2020,"3,82,999",12549 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2013,"1,91,200",53237 kms,Petrol,Manual
TOYOTA GLANZAG MT PETROL,TOYOTA,2019,"5,75,000",16011 kms,Petrol,Manual
MARUTI EECO7 STR,MARUTI,2019,"4,23,099",6883 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2013,"2,60,999",36901 kms,Petrol,Manual
HYUNDAI ELITE I20ASTA 1.2 (O),HYUNDAI,2016,"5,53,099",35812 kms,Petrol,Manual
RENAULT KWIDRXL,RENAULT,2018,"3,63,699",11978 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2018,"3,36,699",5198 kms,Petrol,Manual
MARUTI ALTO K10LXI,MARUTI,2017,"2,99,199",32669 kms,Petrol,Manual
TOYOTA ETIOS LIVAG SP,TOYOTA,2012,"3,83,199",31240 kms,Petrol,Manual
MARUTI BALENODELTA 1.2 K12,MARUTI,2019,"6,69,799",11080 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2018,"3,99,799",13291 kms,Petrol,Manual
HYUNDAI EONERA PLUS,HYUNDAI,2015,"2,21,999",45715 kms,Petrol,Manual
HYUNDAI GRAND I10MAGNA 1.2 VTVT,HYUNDAI,2016,"3,85,000",36143 kms,Petrol,Manual
HYUNDAI VERNAFLUIDIC 1.6 EX VTVT,HYUNDAI,2013,"6,19,799",41359 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI,MARUTI,2010,"2,91,399",51329 kms,Petrol,Manual
MARUTI RITZLXI,MARUTI,2010,"1,88,799",59370 kms,Petrol,Manual
MARUTI ALTO 800VXI,MARUTI,2016,"3,18,799",34587 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2014,"2,70,899",20543 kms,Petrol,Manual
HONDA AMAZE1.2 SMT I VTEC,HONDA,2019,"6,54,199",25334 kms,Petrol,Manual
MARUTI ZEN ESTILOVXI,MARUTI,2009,"2,03,799",37434 kms,Petrol,Manual
MARUTI SWIFTVXI 1.3,MARUTI,2009,"2,14,899",28685 kms,Petrol,Manual
MARUTI ERTIGAVDI ABS,MARUTI,2014,"5,01,199",49692 kms,Diesel,Manual
MARUTI SWIFTLXI,MARUTI,2014,"3,91,299",48193 kms,Petrol,Manual
HYUNDAI SANTRO XINGGLS,HYUNDAI,2013,"2,18,936",40181 kms,Petrol,Manual
HONDA JAZZ1.2 V MT,HONDA,2018,"6,10,399",21207 kms,Petrol,Manual
MARUTI CELERIOVXI,MARUTI,2019,"3,95,499",11873 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2019,"3,81,499",8339 kms,Petrol,Manual
MARUTI SWIFTVDI ABS,MARUTI,2015,"4,11,299",46856 kms,Diesel,Manual
MARUTI SWIFTVDI,MARUTI,2013,"3,61,499",60133 kms,Diesel,Manual
MARUTI IGNISZETA 1.2 K12 AMT,MARUTI,2017,"5,26,799",24056 kms,Petrol,Automatic
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2010,"2,89,799",35644 kms,Petrol,Manual
TOYOTA ETIOSG,TOYOTA,2011,"3,17,099",47611 kms,Petrol,Manual
HONDA AMAZE1.5 SMT I DTEC,HONDA,2013,"2,81,299",56121 kms,Diesel,Manual
MARUTI WAGON R 1.0VXI AMT,MARUTI,2015,"3,27,000",60006 kms,Petrol + CNG,Automatic
HYUNDAI ELITE I20MAGNA EXECUTIVE 1.2,HYUNDAI,2017,"5,83,199",13140 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2018,"2,78,399",27886 kms,Petrol,Manual
MARUTI SWIFTZXI,MARUTI,2013,"3,82,599",59872 kms,Petrol,Manual
HONDA AMAZE1.2 EMT I VTEC,HONDA,2015,"3,00,000",57506 kms,Petrol,Manual
MARUTI DZIREZXI AMT,MARUTI,2018,"6,51,899",20636 kms,Petrol,Automatic
HYUNDAI VERNAFLUIDIC 1.6 VTVT SX AT,HYUNDAI,2016,"6,81,699",26264 kms,Petrol,Automatic
MARUTI ALTOLXI,MARUTI,2010,"1,80,999",56231 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2014,"3,84,399",61261 kms,Petrol,Manual
MARUTI BALENOZETA 1.2 K12 CVT,MARUTI,2016,"5,89,999",35920 kms,Petrol,Automatic
MARUTI ALTO 800LXI,MARUTI,2012,"2,54,599",25610 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2017,"3,24,099",26772 kms,Petrol,Manual
TATA TIAGO NRGPETROL,TATA,2018,"4,96,599",22997 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2010,"1,65,000",67529 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2011,"2,67,899",53077 kms,Petrol,Manual
FORD ECOSPORT1.5TITANIUM TDCI,FORD,2014,"5,02,599",49800 kms,Diesel,Manual
HYUNDAI EONERA PLUS,HYUNDAI,2014,"3,08,499",12232 kms,Petrol,Manual
